phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
2 — Hero (one per site),38,38,leadvilleleakrepairpros.com,Leadville,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Leadville, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),39,39,glenwoodspringsleak repairpros.com,Glenwood Springs,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Glenwood Springs, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),40,40,aspenleak repairpros.com,Aspen,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Aspen, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),41,41,vailleak repairpros.com,Vail,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Vail, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),42,42,steamboatspringsleak repairpros.com,Steamboat Springs,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Steamboat Springs, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),43,43,craigleak repairpros.com,Craig,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Craig, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),44,44,meekerleak repairpros.com,Meeker,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Meeker, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),45,45,rifleleak repairpros.com,Rifle,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Rifle, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),46,46,fruitaleak repairpros.com,Fruita,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Fruita, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),47,47,palisadeleak repairpros.com,Palisade,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Palisade, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),48,48,cortezleak repairpros.com,Cortez,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Cortez, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),49,49,telluride leakrepairpros.com,Telluride,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Telluride, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
2 — Hero (one per site),50,50,crestedbutteleak repairpros.com,Crested Butte,images/hero/hero-bg.jpg,1200 x 600 px,< 200 KB,YES — per site,"Plumber/technician with detection equipment. Crested Butte, CO setting or generic. Dark gradient overlay compatible (text will overlay this image).",TODO,Dark left-side gradient applied in CSS — image should work with white text overlay.
"3 — Location (city-specific, one per location page)",1,01,puebloleakrepairpros.com,Pueblo,images/locations/downtown-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Downtown Pueblo neighborhood — historic buildings, Main Street",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",2,01,puebloleakrepairpros.com,Pueblo,images/locations/university-park-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,University Park area near CSU-Pueblo campus,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",3,01,puebloleakrepairpros.com,Pueblo,images/locations/belmont-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Belmont residential streets — mid-century tract homes,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",4,01,puebloleakrepairpros.com,Pueblo,images/locations/mesa-junction.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Mesa Junction — historic commercial/residential district,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",5,01,puebloleakrepairpros.com,Pueblo,images/locations/bessemer.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Bessemer — historic Steel City worker neighborhood,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",6,01,puebloleakrepairpros.com,Pueblo,images/locations/country-club.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Country Club neighborhood — established mid-century homes,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",7,01,puebloleakrepairpros.com,Pueblo,images/locations/highland-park.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highland Park — post-WWII residential streets,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",8,01,puebloleakrepairpros.com,Pueblo,images/locations/north-side-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Side Pueblo — mixed residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",9,01,puebloleakrepairpros.com,Pueblo,images/locations/east-side-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,East Side Pueblo — clay soil residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",10,01,puebloleakrepairpros.com,Pueblo,images/locations/south-side-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Side Pueblo — working-class residential,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",11,01,puebloleakrepairpros.com,Pueblo,images/locations/eastwood-heights.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Eastwood Heights — post-WWII neighborhood,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",12,01,puebloleakrepairpros.com,Pueblo,images/locations/aberdeen.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Aberdeen — newer 1990s-2000s residential development,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",13,01,puebloleakrepairpros.com,Pueblo,images/locations/lakeview-pueblo.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Lakeview — 1970s-80s residential neighborhood,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",14,01,puebloleakrepairpros.com,Pueblo,images/locations/sunset-park.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Sunset Park — 1975-85 residential cluster,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",15,01,puebloleakrepairpros.com,Pueblo,images/locations/regency-park.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Regency Park — late-1970s to mid-1980s neighborhood,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",16,01,puebloleakrepairpros.com,Pueblo,images/locations/vineland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Vineland — agricultural-adjacent south Pueblo,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",17,01,puebloleakrepairpros.com,Pueblo,images/locations/salt-creek.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salt Creek — historic east-core neighborhood,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",18,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81001.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pueblo ZIP 81001 — northeast Pueblo area map/aerial,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",19,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81003.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pueblo ZIP 81003 — central/downtown Pueblo area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",20,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81004.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Pueblo ZIP 81004 — south-central, Bessemer/Mesa Junction",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",21,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81005.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Pueblo ZIP 81005 — southwest Pueblo, Belmont/Lakeview",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",22,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81006.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Pueblo ZIP 81006 — southeast Pueblo, East Side",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",23,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81007.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Pueblo ZIP 81007 — northwest Pueblo, Belmont/Regency Park",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",24,01,puebloleakrepairpros.com,Pueblo,images/locations/pueblo-81008.jpg,800 x 500 px,< 120 KB,YES — must show actual location,"Pueblo ZIP 81008 — north Pueblo, University Park/Aberdeen",TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
